ni,text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²),cleaned_text,subjectivity,mapped_time
256453d14f, It`s gonna be hot here today too. today is Ryan`s last day of pre-k. I can`t believe it!  I`ve been a SAHM since I had him!,Positive,morning,53.0,Saint Vincent and the Grenadines,110940.0,390.0,284.0,Its gonna be hot here today too today is Ryans last day of prek I cant believe it  Ive been a SAHM since I had him,0.45833333333333337,06-11 AM
8fd01857a9,is dreaming of the weekend... awake!,Neutral,noon,65.0,Samoa,198414.0,2830.0,70.0,is dreaming of the weekend awake,0.0,12 PM
37227c0dbf,"Oh, **** me. I`ve just returned from the Supermarket Of Doom to find that I have nothing to drink here.",Neutral,night,85.0,San Marino,33931.0,60.0,566.0,Oh  me Ive just returned from the Supermarket Of Doom to find that I have nothing to drink here,0.0,06-09 PM
20aff2fcb1, yay but you missed naptime,Neutral,morning,10.0,Sao Tome and Principe,219159.0,960.0,228.0,yay but you missed naptime,0.0,06-11 AM
ca223af36e,"D-group Saturday`s, with a little bit of football, an hour nap, 3 hours of soccer, basketball in the TSU and Yogurtland... Life`s Good",Positive,noon,25.5,Saudi Arabia,34813871.0,2149690.0,16.0,Dgroup Saturdays with a little bit of football an hour nap 3 hours of soccer basketball in the TSU and Yogurtland Lifes Good,0.55,12 PM
90977e9614,just set up a new computer again. 15min. I love Norton Ghost.,Positive,night,38.0,Senegal,16743927.0,192530.0,87.0,just set up a new computer again 15min I love Norton Ghost,0.5272727272727272,06-09 PM
433b1ab9ea,Ahhh my mommie got me new sheets for my bed  so comfy,Positive,morning,53.0,Serbia,8737371.0,87460.0,100.0,Ahhh my mommie got me new sheets for my bed  so comfy,0.45454545454545453,06-11 AM
37771d1bc1,_celeste  finally some sleep in silence,Neutral,noon,65.0,Seychelles,98347.0,460.0,214.0,_celeste  finally some sleep in silence,1.0,12 PM
fa99046452,im just up :-| and its 12:43 :O  im so lazy thank god its a bank holiday,Negative,night,85.0,Sierra Leone,7976983.0,72180.0,111.0,im just up  and its 1243 O  im so lazy thank god its a bank holiday,1.0,06-09 PM
14760477ad,is pretty dang tired. but chambers class is for napping.,Negative,morning,10.0,Singapore,5850342.0,700.0,8358.0,is pretty dang tired but chambers class is for napping,0.85,06-11 AM
da908a6635,i have to poop...   is hogging the shitter,Neutral,noon,25.5,Slovakia,5459642.0,48088.0,114.0,i have to poop   is hogging the shitter,0.0,12 PM
2053a455e9,YES! Im down to 50% full on my dvr  i was at 98% like 3 days ago... lol I swear if I didnt have a dvr I would never watch tv,Positive,night,38.0,Slovenia,2078938.0,20140.0,103.0,YES Im down to 50 full on my dvr  i was at 98 like 3 days ago lol I swear if I didnt have a dvr I would never watch tv,0.512962962962963,06-09 PM
1ea547383b,Happy muthath`s day to all moms!!! I salute you!,Positive,morning,53.0,Solomon Islands,686884.0,28000.0,25.0,Happy muthaths day to all moms I salute you,1.0,06-11 AM
6634c62acf,Hahaha! Alright  ..,Positive,noon,65.0,Somalia,15893222.0,627340.0,25.0,Hahaha Alright,0.4,12 PM
c7240790da, Aren`t you suppossed to support the local economy ... LOL ... good for you and congrats,Positive,night,85.0,South Africa,59308690.0,1213090.0,49.0,Arent you suppossed to support the local economy  LOL  good for you and congrats,0.43333333333333335,06-09 PM
08ede23635, good to know   thanks,Positive,morning,10.0,South Korea,51269185.0,97230.0,527.0,good to know   thanks,0.4,06-11 AM
4e87dcff0e, what are you? flavor of the day?,Neutral,noon,25.5,South Sudan,11193725.0,610952.0,18.0,what are you flavor of the day,0.0,12 PM
4b0b53bc98,weathers let me down this morning...ugh!...hada gd nite tho!,Negative,night,38.0,Spain,46754778.0,498800.0,94.0,weathers let me down this morningughhada gd nite tho,0.2888888888888889,06-09 PM
fd3a622954,Just listened to condre scr and got an invitation to watch their live concert on June 20th in Munich http://bit.ly/DAXA0  #postrock,Positive,morning,53.0,Sri Lanka,21413249.0,62710.0,341.0,Just listened to condre scr and got an invitation to watch their live concert on June 20th in Munich   postrock,0.25,06-11 AM
e34af4fd97," E.L.O.  wow, brings back so many happy memories.  LOVE this band!..and yes, I know I`m showing my age but I don`t care",Positive,noon,65.0,Sudan,43849260.0,1765048.0,25.0,ELO  wow brings back so many happy memories  LOVE this bandand yes I know Im showing my age but I dont care,0.62,12 PM
0e8aa10a4e, that`s a very cute picture ... but you don`t get fat from licking BBQs ... he must have found some chops on someone else`s ...,Positive,night,85.0,Suriname,586632.0,156000.0,4.0,thats a very cute picture  but you dont get fat from licking BBQs  he must have found some chops on someone elses,1.0,06-09 PM
29148dc95c, oh i love sunday mornings like this - mum just made scrambled eggs on toast,Positive,morning,10.0,Sweden,10099265.0,410340.0,25.0,oh i love sunday mornings like this  mum just made scrambled eggs on toast,0.6,06-11 AM
56a15cf6ca,"hate working when its sunny,boohoo",Negative,noon,25.5,Switzerland,8654622.0,39500.0,219.0,hate working when its sunnyboohoo,0.9,12 PM
b99969c2fb,is ONLiNE  http://plurk.com/p/stjdg,Neutral,night,38.0,Syria,17500658.0,183630.0,95.0,is ONLiNE,0.0,06-09 PM
b0f3142cb4,bundy. in 3 days.!!!! warm weather here i come!,Positive,morning,53.0,Tajikistan,9537645.0,139960.0,68.0,bundy in 3 days warm weather here i come,0.6,06-11 AM
5ff525b74b,Wondering if i cld make things any worse than they already are... answer.. JUST DID!!!,Negative,noon,65.0,Tanzania,59734218.0,885800.0,67.0,Wondering if i cld make things any worse than they already are answer JUST DID,0.6,12 PM
4fd80e66e0,a Dutch marketing agency is asking job applicants to apply in 140 characters or less  http://www.energize.nl/twillicitatie/,Negative,night,85.0,Thailand,69799978.0,510890.0,137.0,a Dutch marketing agency is asking job applicants to apply in 140 characters or less,0.06666666666666667,06-09 PM
e77a8f8f2d,Twitter has spoiled all the fun. Frustratingly slow!!  couldnt even bid properly!,Negative,morning,10.0,Timor-Leste,1318445.0,14870.0,89.0,Twitter has spoiled all the fun Frustratingly slow  couldnt even bid properly,0.2333333333333333,06-11 AM
4ea7102112,_chick haha. I completely agree,Positive,noon,25.5,Togo,8278724.0,54390.0,152.0,_chick haha I completely agree,0.35,12 PM
6a14956779,"If we don`t pack, she can`t leave, right?",Positive,night,38.0,Tonga,105695.0,720.0,147.0,If we dont pack she cant leave right,0.5357142857142857,06-09 PM
7c2fcb712e, ****  lol....where u headed to?,Neutral,morning,53.0,Trinidad and Tobago,1399488.0,5130.0,273.0,lolwhere u headed to,0.0,06-11 AM
cdd172d6a7,Going to bed after a great night with a friend  glad to know she has the same feelings about classes as someone else,Positive,noon,65.0,Tunisia,11818619.0,155360.0,76.0,Going to bed after a great night with a friend  glad to know she has the same feelings about classes as someone else,0.625,12 PM
d2a21b3cb7," many! mine included. ahem. shld have known better back then, wldn`t have missed so many opportunities haha",Positive,night,85.0,Turkey,84339067.0,770000.0,110.0,many mine included ahem shld have known better back then wldnt have missed so many opportunities haha,0.36,06-09 PM
799e17e7a7,it`s nice to leave the office when the sun is still up,Positive,morning,10.0,Turkmenistan,6031200.0,469930.0,13.0,its nice to leave the office when the sun is still up,1.0,06-11 AM
0a49cdbdf6,I will miss the soccer moms,Neutral,noon,25.5,Tuvalu,11792.0,30.0,393.0,I will miss the soccer moms,0.0,12 PM
4a13c1093d," between the Garlic Pills, the Spider bite between your toe (LOL-Classic) and you always being hungry. U are killing me 2 funny",Positive,night,38.0,Uganda,45741007.0,199810.0,229.0,between the Garlic Pills the Spider bite between your toe LOLClassic and you always being hungry U are killing me 2 funny,1.0,06-09 PM
9407ce6ccc, *sighs* Ah well.  Maybe my second email will clear it up and get him approved.,Positive,morning,53.0,Ukraine,43733762.0,579320.0,75.0,sighs Ah well  Maybe my second email will clear it up and get him approved,0.19166666666666665,06-11 AM
820f19ca44,"  Missed all your tweets again Joe, **** that time difference!!! (UK) Dont 4get about your fave supporters in the UK!!!  ****",Neutral,noon,65.0,United Arab Emirates,9890402.0,83600.0,118.0,Missed all your tweets again Joe  that time difference UK Dont 4get about your fave supporters in the UK,0.0,12 PM
683bb73c09, --that came to my mind. So I said it. And it has now been adapted into my family`s vocabulary,Neutral,night,85.0,United Kingdom,67886011.0,241930.0,281.0,that came to my mind So I said it And it has now been adapted into my familys vocabulary,0.0,06-09 PM
0d14593b11,looking forward to body works today,Neutral,morning,10.0,United States of America,331002651.0,9147420.0,36.0,looking forward to body works today,0.0,06-11 AM
9ac13b3739,just watched yes man. bahaha. that movie is messed up,Neutral,noon,25.5,Uruguay,3473730.0,175020.0,20.0,just watched yes man bahaha that movie is messed up,0.0,12 PM
16ee71e6df, Sadly I think I know exactly were you put it--in the expired drawer   Those things have a life span of less than two years,Negative,night,38.0,Uzbekistan,33469203.0,425400.0,79.0,Sadly I think I know exactly were you put itin the expired drawer   Those things have a life span of less than two years,0.4388888888888889,06-09 PM
f5d47f04f5," Too much? No, not unless one of the pillows ends up suffocating the one sleeping next to you.",Negative,morning,53.0,Vanuatu,307145.0,12200.0,25.0,Too much No not unless one of the pillows ends up suffocating the one sleeping next to you,0.2333333333333333,06-11 AM
e131c496a2,Meeting my best friend first thing in the morning to the gym! Omg I am still so shocked. I hope you will get better soon,Positive,noon,65.0,Venezuela,28435940.0,882050.0,32.0,Meeting my best friend first thing in the morning to the gym Omg I am still so shocked I hope you will get better soon,0.48333333333333334,12 PM
bc6d7b4364,Wow that was fast...next up Soderling or Ferrer. Gilles Simon lost,Positive,night,85.0,Vietnam,97338579.0,310070.0,314.0,Wow that was fastnext up Soderling or Ferrer Gilles Simon lost,1.0,06-09 PM
c87be630b5, Yup theory is GREAT but the reality is beyond imagination...  I also made the same planning not knowing VS will FAIL on me,Positive,morning,10.0,Yemen,29825964.0,527970.0,56.0,Yup theory is GREAT but the reality is beyond imagination  I also made the same planning not knowing VS will FAIL on me,0.39166666666666666,06-11 AM
e4ad1684bb, glad to know that the ad display problem was due to a firewall config at yr office. phew!,Positive,noon,25.5,Zambia,18383955.0,743390.0,25.0,glad to know that the ad display problem was due to a firewall config at yr office phew,0.6875,12 PM
f7835156a5, woot!,Neutral,night,38.0,Zimbabwe,14862924.0,386850.0,38.0,woot,0.0,06-09 PM
03bb148b87,"'I don`t like Monday, i wish it were sunday, cause that`s my fun day.'  that was my freaking jam when i was little.   i miss it.",Positive,morning,53.0,Afghanistan,38928346.0,652860.0,60.0,I dont like Monday i wish it were sunday cause thats my fun day  that was my freaking jam when i was little   i miss it,0.35,06-11 AM
b47c430fda, ???    ?????? - http://bit.ly/nAcK2,Neutral,noon,65.0,Albania,2877797.0,27400.0,105.0,,0.0,12 PM
0234e16010,"Waiting for the last movie to finish then am test screening Ghost of Girlfriends Past, glass of wine and lolly bag in hand, yay!",Negative,night,85.0,Algeria,43851044.0,2381740.0,18.0,Waiting for the last movie to finish then am test screening Ghost of Girlfriends Past glass of wine and lolly bag in hand yay,0.15833333333333333,06-09 PM
be9ed19513,Happy #StarWarsDay. May the 4th be with you!  From everyone _paintball,Positive,morning,10.0,Andorra,77265.0,470.0,164.0,Happy StarWarsDay May the 4th be with you  From everyone _paintball,1.0,06-11 AM
bf7240df91,Must head back to the office,Neutral,noon,25.5,Angola,32866272.0,1246700.0,26.0,Must head back to the office,0.0,12 PM
2f883c6eb1,St joe is dirty.,Negative,night,38.0,Antigua and Barbuda,97929.0,440.0,223.0,St joe is dirty,0.8,06-09 PM
a1320a5050,http://twitpic.com/4w67k - Camping at black butte lake,Negative,morning,53.0,Argentina,45195774.0,2736690.0,17.0,Camping at black butte lake,0.43333333333333335,06-11 AM
d72a60bee8," are you getting my messages or do you have to add me to recieve them, soz I`m new to this",Positive,noon,65.0,Armenia,2963243.0,28470.0,104.0,are you getting my messages or do you have to add me to recieve them soz Im new to this,0.45454545454545453,12 PM
bc9ebe0002,I hate my life,Negative,night,85.0,Australia,25499884.0,7682300.0,3.0,I hate my life,0.9,06-09 PM
64ddc1f8a2,sick to my stomach.. and i have a headache.. i wish someone could come rub my temples.,Negative,morning,10.0,Austria,9006398.0,82400.0,109.0,sick to my stomach and i have a headache i wish someone could come rub my temples,0.8571428571428571,06-11 AM
03f6b8d900, ****! natalya! you gotta tell me whats going on!!! i`d call you but i lost all my phone numbers when i broke my blackberry,Neutral,noon,25.5,Azerbaijan,10139177.0,82658.0,123.0,natalya you gotta tell me whats going on id call you but i lost all my phone numbers when i broke my blackberry,0.0,12 PM
2d475b1b23,just thought about how unfair 3 ppl have been 2 me n got depressed again  HATERS!!!,Negative,night,38.0,Bahamas,393244.0,10010.0,39.0,just thought about how unfair 3 ppl have been 2 me n got depressed again  HATERS,1.0,06-09 PM
87473f5175,crying real tears,Neutral,morning,53.0,Bahrain,1701575.0,760.0,2239.0,crying real tears,0.45,06-11 AM
7a09871d21,_Brown been holding onto this one for a while  http://twitpic.com/4w5eh,Neutral,noon,65.0,Bangladesh,164689383.0,130170.0,1265.0,_Brown been holding onto this one for a while,0.0,12 PM
96ec2855e4, Panchito`s burfday party tonight... wish you were here kiddo!,Neutral,night,85.0,Barbados,287375.0,430.0,668.0,Panchitos burfday party tonight wish you were here kiddo,0.0,06-09 PM
45cf9ba329,Back from town and my Mac crashed on me  but it`s better now,Positive,morning,10.0,Belarus,9449323.0,202910.0,47.0,Back from town and my Mac crashed on me  but its better now,0.25,06-11 AM
bab68144cd,ARCHIE ANDREWS WHAT WERE YOU THINKING?! veronica?,Neutral,noon,25.5,Belgium,11589623.0,30280.0,383.0,ARCHIE ANDREWS WHAT WERE YOU THINKING veronica,0.0,12 PM
fc49e426f5,the best things in life are free  x,Positive,night,38.0,Belize,397628.0,22810.0,17.0,the best things in life are free  x,0.55,06-09 PM
a172818c9e,misses my Mom today. She was my Best Friend and even though she has been gone several yrs I still miss her dearly. Happy Mother`s Day,Positive,morning,53.0,Benin,12123200.0,112760.0,108.0,misses my Mom today She was my Best Friend and even though she has been gone several yrs I still miss her dearly Happy Mothers Day,0.43333333333333335,06-11 AM
036191bb61,I am watching Blood + on veoh episode 19 love the music.wishing i could watch the live action but not old enough,Positive,noon,65.0,Bhutan,771608.0,38100.0,20.0,I am watching Blood  on veoh episode 19 love the musicwishing i could watch the live action but not old enough,0.38,12 PM
3ef85c201c, that is a bummer,Neutral,night,85.0,Bolivia,11673021.0,1083300.0,11.0,that is a bummer,0.0,06-09 PM
ea348ea738, He is the truth! But what about Maxwell? You can`t forget the future father of my children!,Neutral,morning,10.0,Bosnia and Herzegovina,3280819.0,51000.0,64.0,He is the truth But what about Maxwell You cant forget the future father of my children,0.125,06-11 AM
fd10f463c9,http://twitpic.com/665jw The racoons ate our bread!,Neutral,noon,25.5,Botswana,2351627.0,566730.0,4.0,The racoons ate our bread,0.0,12 PM
e6e02e1be6,Be sure to let the moms you know how fabulous you think they are!!   Almost Mother`s Day.,Positive,night,38.0,Brazil,212559417.0,8358140.0,25.0,Be sure to let the moms you know how fabulous you think they are   Almost Mothers Day,0.9444444444444444,06-09 PM
8112c62d00,"_in_a_story Glad I`m not the only one. He`s our baby, and I`m terrified he`ll think we`re never coming back.",Positive,morning,53.0,Brunei,437479.0,5270.0,83.0,_in_a_story Glad Im not the only one Hes our baby and Im terrified hell think were never coming back,0.6666666666666666,06-11 AM
